"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"54","Amari Cooper","WR","DAL",238,13.9,1.35,228,260,30.9,36,31.7,52,45,54,13,"4",39.6,18.5,15
"55","Adam Thielen","WR","MIN",237,13.9,0.148,222,256,29.6,30.4,27.5,54,53,58,14,"4",31.6,20.8,14
"56","JuJu Smith-Schuster","WR","PIT",237,11.7,1.77,223,249,29.4,30.9,20.3,55,52,64,15,"4",31.8,19.8,11
"57","Devin Singletary","RB","BUF",202,45.6,10.1,155,254,28.4,3.86,64.3,56,89,33,22,"10",66.4,13.2,90
"58","Cooper Kupp","WR","LAR",235,18.5,4.77,223,264,27.7,31.2,34.9,57,50,51,16,"4",43.2,21.2,42
"59","Daniel Jones","QB","NYG",311,18,1.49,295,337,26.2,39.9,21.4,58,41,63,15,"6",129,5.14,66
"60","Ryan Tannehill","QB","TEN",310,12.5,1.13,295,323,24.7,39.8,7.89,59,42,83,16,"6",147,3.39,49
"61","Jared Goff","QB","LAR",309,16.4,2.43,287,326,23.6,32.4,10.9,60,48,76,17,"6",114,5.16,43
"62","Courtland Sutton","WR","DEN",230,26.2,0.998,210,269,22.9,17.8,40.1,61,68,45,17,"5",77.7,14.7,61
"63","DeVante Parker","WR","MIA",229,20.2,0.0618,212,259,21.9,20.4,30,62,64,55,18,"5",66.3,9.93,54
"64","A.J. Brown","WR","TEN",229,13.5,0.325,217,247,21.8,24.5,18.7,63,59,66,19,"5",42.3,18,12
"65","Calvin Ridley","WR","ATL",229,9.55,1.33,215,239,21.5,22.8,10.6,64,60,77,20,"5",53.1,20.6,10
"66","Baker Mayfield","QB","CLE",306,18.1,2.95,283,327,21.1,27.9,11.3,65,55,74,18,"6",111,4.5,60
"67","Keenan Allen","WR","LAC",227,14.2,2.48,214,247,20.2,21.5,18.7,66,61,67,21,"5",48.5,13.9,28
"68","Evan Engram","TE","NYG",170,14.3,7.42,152,187,19.2,17.8,18.7,67,69,68,6,"4",74.9,7.22,14
"69","Kareem Hunt","RB","CLE",192,17.7,8.59,172,214,18.4,20.4,24.1,68,66,60,23,"10",75.8,13.7,24
"70","Ben Roethlisberger","QB","PIT",303,23.6,4.07,271,327,18.2,16,11,69,70,75,19,"7",122,5.33,46
"71","Tyler Lockett","WR","SEA",225,7.64,5.1,218,236,17.7,26.4,7.1,70,58,84,22,"5",52.6,13.6,6
"72","Jimmy Garoppolo","QB","SF",299,22.6,4.82,267,320,14.1,12.5,4.16,71,74,88,20,"7",148,4.31,54
"73","D.J. Chark","WR","JAC",220,17,1.92,204,243,12.6,12.4,14.8,72,75,72,23,"5",56.4,14.6,36
"74","Tyler Higbee","TE","LAR",163,21.1,3.38,142,194,11.8,8.79,25.6,73,80,59,7,"5",77.3,5.84,69
"75","DK Metcalf","WR","SEA",218,24.2,2.33,197,247,10.7,4.84,18.1,74,87,69,24,"5",76.3,16.6,78
"76","Jonathan Taylor","RB","IND",183,15.8,2.6,165,203,9.8,13.9,12.9,75,71,73,24,"11",38.4,20.5,33
"77","Kirk Cousins","QB","MIN",294,17.2,1.27,276,316,9.31,21.5,0,76,62,93,21,"7",147,4.06,40
"78","Hunter Henry","TE","LAC",159,17.2,4.69,140,184,8.42,6.36,15.4,77,85,71,8,"5",76.4,4.78,26
"79","T.Y. Hilton","WR","IND",216,15,0.33,201,237,8.36,8.98,8.17,78,79,82,25,"5",62,11.1,29
"80","Gardner Minshew","QB","JAC",293,13.3,6.21,275,305,8.04,20.4,-11,79,65,108,22,"7",155,4.68,57
"81","Terry McLaurin","WR","WAS",215,12.5,1.94,201,232,8.03,9.1,3.12,80,78,89,26,"5",55,14,21
"82","Antonio Gibson","RB","WAS",180,7.66,0.255,169,188,7.2,18.1,-2.21,81,67,99,25,"11",82.1,14.7,42
"83","Raheem Mostert","RB","SF",180,23.7,0.454,157,213,6.94,5.5,23.1,82,86,61,26,"11",45.7,17,57
"84","Cam Akers","RB","LAR",180,14.9,1.94,165,200,6.49,13.8,10.3,83,72,79,27,"11",55.6,15.5,29
"85","Stefon Diggs","WR","BUF",213,18.7,3.64,192,238,6.08,0,9.49,84,93,81,27,"6",59,9.62,40
"86","Mark Ingram","RB","BAL",178,11.2,2.95,163,191,4.54,12.1,1.5,85,76,91,28,"11",43.5,13.9,12
"87","Hayden Hurst","TE","ATL",154,10.3,0.265,141,166,3.73,6.8,-2.17,86,84,98,9,"5",100,6.02,11
"88","Jared Cook","TE","NO",154,12.4,3.3,142,173,3.46,8.68,4.42,87,81,87,10,"5",91.1,2.78,31
"89","A.J. Green","WR","FA",210,11.6,1.93,194,221,2.44,2.09,-7.41,88,91,102,28,"6",77.6,8.27,18
"90","A.J. Green","WR","CIN",210,11.6,1.93,194,221,2.44,2.09,-7.41,88,91,102,28,"6",77.6,8.27,18
"91","Joe Burrow","QB","CIN",287,23.5,1.83,262,318,1.83,7.27,2.02,89,83,90,23,"7",143,4.84,89
"92","James White","RB","NE",175,11.9,1.6,161,190,1.6,10.3,0,90,77,93,29,"11",83.2,7.02,14
"93","Julian Edelman","WR","NE",208,14.8,0.507,193,229,0.507,1.47,0.0772,91,92,92,29,"6",74.1,7.47,38
"94","Austin Hooper","TE","CLE",151,14.6,0.165,137,168,0.165,3.5,-1.03,92,90,95,11,"5",132,2.75,34
"95","Drew Lock","QB","DEN",285,31,0.762,247,321,0,-7.86,5.28,93,101,86,24,"7",155,3.07,71
"96","Tarik Cohen","RB","CHI",173,10.9,5.56,164,189,0,12.6,-1.15,93,73,96,30,"11",93.8,6.56,25
"97","Jarvis Landry","WR","CLE",207,10.1,0.471,196,221,0,4.09,-8.19,93,88,103,30,"6",82.4,6.73,7
"98","Mike Gesicki","TE","MIA",151,13.9,0.421,133,169,0,-0.609,0,93,94,93,12,"5",132,2.57,51
"99","Rob Gronkowski","TE","TB",150,23.4,3.5,132,186,-0.421,-1.51,17.6,94,95,70,13,"6",80.5,4.96,86
"100","Tyler Boyd","WR","CIN",207,17.3,8.53,189,229,-0.471,-3.35,0,95,96,93,31,"6",74.6,8.69,51
"101","Philip Rivers","QB","IND",284,31.7,1.13,249,326,-0.762,-5.85,10.5,96,98,78,25,"8",139,3.55,86
"102","Derek Carr","QB","LVR",283,24.2,8.49,250,303,-1.89,-4.95,-13,97,97,110,26,"8",156,3.11,74
"103","Noah Fant","TE","DEN",147,13.5,2.45,134,168,-3.92,0,-1,98,93,94,14,"6",119,3.78,23
"104","D'Andre Swift","RB","DET",168,30.6,1.38,138,210,-5.56,-13.2,20,99,105,65,31,"12",68.8,9.24,76
"105","T.J. Hockenson","TE","DET",144,16.6,3.76,127,163,-6.36,-6.49,-5.19,100,100,100,15,"6",138,2.85,63
"106","David Montgomery","RB","CHI",166,40.5,23.4,136,225,-6.94,-15.6,35.3,101,109,50,32,"13",54.8,10.9,89
"107","Marquise Brown","WR","BAL",198,27.4,1.75,169,235,-9.01,-22.7,6.55,102,116,85,32,"6",74,11.5,65
"108","Dallas Goedert","TE","PHI",141,19.6,2.12,119,167,-10.1,-14.2,-1.58,103,107,97,16,"6",136,2.23,71
"109","Sam Darnold","QB","NYJ",275,18.6,11.9,255,297,-10.4,0,-18.5,104,93,118,27,"9",190,2.6,34
"110","Michael Gallup","WR","DAL",196,13.3,4.21,182,214,-10.8,-10.1,-14.8,105,103,112,33,"7",89.8,9.4,17
"111","Jack Doyle","TE","IND",138,14,0.0646,127,159,-12.2,-6.39,-9.74,106,99,105,17,"6",148,1.63,37
"112","Jonnu Smith","TE","TEN",138,13.7,0.446,124,157,-12.3,-9.73,-11.6,107,102,109,18,"6",144,2.06,49
"113","Blake Jarwin","TE","DAL",138,13.4,1.88,123,154,-12.8,-10.8,-14.2,108,104,111,19,"6",145,2.08,54
"114","Chris Herndon","TE","NYJ",136,14.6,7.2,116,154,-14.6,-17.4,-15,109,111,113,20,"7",146,1.46,57
"115","Brandin Cooks","WR","HOU",192,15.1,1.23,176,211,-15,-16,-17.4,110,110,116,34,"7",82.5,6.02,49
"116","Marvin Jones","WR","DET",191,15.3,1.15,173,209,-16.2,-19.3,-19.8,111,112,121,35,"7",99.6,5.78,24
"117","Sterling Shepard","WR","NYG",190,12.7,1.07,176,206,-17.3,-15.5,-22.9,112,108,123,36,"7",113,3.27,39
"118","Christian Kirk","WR","ARI",189,16.4,3.05,178,214,-18.4,-14.2,-15.1,113,106,114,37,"7",105,4.2,50
"119","Will Fuller","WR","HOU",186,26.7,5.75,158,220,-21.5,-33.6,-8.44,114,122,104,38,"7",83.2,9.64,76
"120","Eric Ebron","TE","PIT",129,35.1,1.43,92.9,178,-21.8,-40.8,9.82,115,132,80,21,"7",119,2.42,99
"121","Teddy Bridgewater","QB","CAR",263,41.9,36.8,200,291,-22.3,-54.7,-24.8,116,148,125,28,"10",161,3.86,80
"122","Ian Thomas","TE","CAR",127,14.5,10.6,112,146,-23.3,-21.9,-23.1,117,115,124,22,"8",170,1.75,60
"123","Jamison Crowder","WR","NYJ",180,16.7,3.08,158,197,-27.2,-33.9,-31.7,118,123,131,39,"8",128,4.09,53
"124","Emmanuel Sanders","WR","NO",177,23.9,1.02,156,207,-30.3,-36.5,-21.4,119,125,122,40,"8",105,3.8,64
"125","Jordan Howard","RB","MIA",143,30.7,1.71,115,184,-30.4,-36.5,-5.63,120,126,101,33,"13",87.9,5.93,71
"126","Deebo Samuel","WR","SF",176,29.2,1.41,141,209,-31.3,-51.1,-19.7,121,143,120,41,"8",120,5.71,83
"127","Phillip Lindsay","RB","DEN",141,9.02,1.77,131,151,-32.1,-20.5,-39.2,122,113,142,34,"14",80.5,4.73,7
"128","Diontae Johnson","WR","PIT",174,16.4,2.63,155,191,-32.7,-36.8,-37.9,123,128,139,42,"8",108,NA,47
"129","Matt Breida","RB","MIA",139,7.77,5.64,130,148,-33.8,-21.4,-41.8,124,114,144,35,"14",94,4.2,8
"130","Greg Olsen","TE","SEA",117,12.8,3.31,102,131,-33.9,-31.3,-37.3,125,121,137,23,"8",160,1.14,40
"131","John Brown","WR","BUF",172,32.3,0.131,144,218,-35.3,-47.6,-10.7,126,137,106,43,"8",118,2.87,82
"132","Golden Tate","WR","NYG",172,19.1,1.38,151,196,-35.5,-40.8,-33,127,131,132,44,"8",141,1.69,57
"133","Henry Ruggs","WR","LVR",170,5.19,0.139,167,177,-36.9,-25.4,-52.1,128,118,161,45,"8",122,NA,1
"134","Darius Slayton","WR","NYG",170,27,1.74,142,198,-37,-50.4,-30.2,129,141,130,46,"8",120,NA,69
"135","Kyle Rudolph","TE","MIN",114,8.87,6.16,104,126,-37.2,-29.3,-42.9,130,119,147,24,"9",120,NA,17
"136","Anthony Miller","WR","CHI",168,14.5,6.22,157,190,-38.7,-35.3,-38.9,131,124,140,47,"8",139,1.97,46
"137","Latavius Murray","RB","NO",134,21.2,3.06,111,163,-39.5,-39.9,-27.1,132,130,126,36,"14",94.9,5.16,56
"138","Tevin Coleman","RB","SF",131,13.7,0.366,120,151,-42.5,-31,-39,133,120,141,37,"14",93.5,3.67,46
"139","James Robinson","RB","JAC",130,64.2,0.238,89.4,171,-42.9,-61.9,-18.7,134,162,119,38,"14",127,NA,99
"140","Duke Johnson","RB","HOU",130,13.2,2.05,115,145,-43.2,-36.7,-44.5,135,127,149,39,"14",107,1.92,43
"141","Dawson Knox","TE","BUF",107,14.9,4.91,91.2,125,-43.4,-42.5,-43.6,136,133,148,25,"9",NA,1,43
"142","Jerry Jeudy","WR","DEN",162,22.8,1.13,139,193,-45,-53,-35.4,137,145,134,48,"9",120,3.21,71
"143","Marlon Mack","RB","IND",128,11.3,0.00632,113,138,-45.2,-38.7,-52,138,129,160,40,"14",79.4,4.93,31
"144","Devonta Freeman","RB","FA",128,1.91,1.24,127,129,-45.2,-24.5,-60.6,139,117,175,41,"14",117,1.39,61
"145","Preston Williams","WR","MIA",161,23.2,0.931,133,181,-46.1,-58.7,-48,140,157,154,49,"9",128,NA,67
"146","Ronald Jones","RB","TB",127,24.1,1.3,95,154,-46.4,-56.2,-35.9,141,150,135,42,"15",110,5.02,60
"147","Breshad Perriman","WR","NYJ",160,21.6,0.775,131,184,-47,-60.6,-44.9,142,161,150,50,"9",160,1,75
"148","Sony Michel","RB","NE",125,34.9,0.776,92.3,175,-47.7,-58.9,-15.3,143,158,115,43,"15",80.9,3.51,83
"149","Justin Jefferson","WR","MIN",159,36.3,0.0562,123,211,-47.8,-69,-18,144,176,117,51,"9",122,2.8,97
"150","CeeDee Lamb","WR","DAL",159,22.3,2.99,132,187,-47.8,-60.5,-42.1,145,160,145,52,"9",105,5.07,62
"151","Irv Smith Jr.","TE","MIN",102,21.5,0.112,79.3,132,-48.3,-54.4,-36.9,146,147,136,26,"9",165,1,80
"152","Tyler Eifert","TE","JAC",102,15.2,1.67,80.1,115,-48.4,-53.6,-53.9,147,146,163,27,"9",177,NA,77
"153","Chris Thompson","RB","JAC",125,17,1.43,102,141,-48.5,-49.4,-48.9,148,139,156,44,"15",121,3.02,79
"154","Kerryon Johnson","RB","DET",123,11.3,1.78,108,136,-49.9,-43.2,-53.8,149,134,162,45,"15",87.4,3.53,38
"155","Jace Sternberger","TE","GB",101,15.1,3.16,85.9,120,-50.1,-47.8,-48.9,150,138,157,28,"10",232,NA,89
"156","Robby Anderson","WR","CAR",156,30.4,1.04,126,200,-50.8,-65.7,-29.2,151,167,129,53,"9",114,1.65,86
"157","J.K. Dobbins","RB","BAL",121,9.39,4.4,108,130,-51.7,-43.4,-60.2,152,135,174,46,"15",81.4,9.78,18
"158","Curtis Samuel","WR","CAR",155,24.7,3.3,135,191,-51.9,-56.6,-37.5,153,151,138,54,"9",128,1.08,79
"159","C.J. Uzomah","TE","CIN",97.5,21.3,4.52,83.1,123,-53.2,-50.6,-45.2,154,142,151,29,"10",NA,NA,91
"160","Allen Lazard","WR","GB",152,15.4,1.41,142,173,-55.2,-50,-55.4,155,140,167,55,"9",130,NA,56
"161","Boston Scott","RB","PHI",117,13.1,1.32,104,135,-56.1,-47.1,-55.1,156,136,165,47,"15",124,2.8,50
"162","Mike Williams","WR","LAC",151,33.3,0.507,122,195,-56.6,-70.2,-34.1,157,178,133,56,"9",116,1.6,96
"163","DeSean Jackson","WR","PHI",150,24.5,1.76,116,170,-57.1,-76.2,-58.9,158,183,172,57,"9",132,2.54,92
"164","Nyheim Hines","RB","IND",116,15.6,5.55,94.1,132,-57.4,-57.1,-58.2,159,153,171,48,"16",148,1.48,53
"165","Darren Fells","TE","HOU",93,17.4,1.63,67.3,106,-57.7,-66.4,-62.6,160,170,177,30,"10",NA,NA,83
"166","Sammy Watkins","WR","KC",148,12.8,4.05,135,163,-58.9,-57.1,-65.4,161,152,183,58,"10",132,1.32,31
"167","Dwayne Haskins","QB","WAS",226,25.7,0.587,189,246,-59.1,-65.6,-69.3,162,166,188,29,"10",236,3.38,17
"168","Gerald Everett","TE","LAR",91.4,15.2,0.336,78,113,-59.4,-55.7,-56,163,149,169,31,"10",245,NA,74
"169","Mitchell Trubisky","QB","CHI",225,78.2,0.344,126,305,-59.7,-129,-11,165,322,107,30,"10",138,1.93,94
"170","O.J. Howard","TE","TB",91,10.3,0.456,80.8,104,-59.7,-53,-64.5,164,144,182,32,"10",125,1,20
"171","Tyrod Taylor","QB","LAC",225,72.2,6.92,125,288,-60.1,-130,-27.6,166,335,127,31,"10",222,3.06,99
"172","Jimmy Graham","TE","CHI",90.6,12.2,0.713,76.3,105,-60.2,-57.4,-63.3,167,154,179,33,"10",172,NA,46
"173","Will Dissly","TE","SEA",89.9,24,1.56,69.7,120,-60.9,-64,-48.4,168,165,155,34,"10",220,NA,94
"174","Devin Asiasi","TE","NE",88.3,21.9,10.6,70,117,-62.4,-63.7,-51.3,169,164,159,35,"11",233,NA,97
"175","Corey Davis","WR","TEN",144,12,0.523,133,161,-62.9,-59.3,-67.6,170,159,186,59,"10",162,1,35
"176","Jamaal Williams","RB","GB",110,20.8,7.3,83.2,129,-63,-68.1,-60.8,171,174,176,49,"16",179,1.2,72
"177","Cole Beasley","WR","BUF",144,27,0.925,109,175,-63.4,-83.5,-53.9,172,192,164,60,"10",198,1,81
"178","Hunter Renfrow","WR","LVR",143,26.3,5.24,112,173,-64.4,-80.4,-55.9,173,188,168,61,"10",126,NA,88
"179","Ryan Fitzpatrick","QB","MIA",218,55,98.9,168,286,-67,-87.3,-29.2,174,200,128,32,"11",235,3,77
"180","Michael Pittman","WR","IND",138,39,1.55,88.2,183,-69.6,-104,-45.9,175,228,152,62,"10",145,1.28,93
"181","Zack Moss","RB","BUF",103,29.3,1.2,68.8,139,-70.3,-82.4,-50.9,176,191,158,50,"16",94.3,8.02,75
"182","Jalen Reagor","WR","PHI",136,32.2,0.944,93.9,173,-71.1,-98.2,-55.4,177,217,166,63,"10",150,1.45,94
"183","Alexander Mattison","RB","MIN",102,13.3,1.18,88,118,-71.5,-63.2,-72,178,163,195,51,"16",126,2.62,36
"184","Larry Fitzgerald","WR","ARI",135,16.2,0.141,119,157,-72.1,-73.4,-71.6,179,182,193,64,"10",146,1.7,60
"185","N'Keal Harry","WR","NE",135,27.7,0.976,95.2,161,-72.2,-96.8,-67.3,180,215,185,65,"10",158,1.82,85
"186","Jalen Richard","RB","LVR",100,14.7,0.121,83.2,117,-72.7,-68,-72.6,181,173,197,52,"16",193,1.33,62
"187","Tony Pollard","RB","DAL",100,15.4,0.383,85.1,119,-72.8,-66.1,-70.7,182,168,191,53,"16",114,1.77,49
"188","Nick Boyle","TE","BAL",77.7,9.74,2.54,65.4,87.7,-73,-68.3,-80.9,183,175,205,36,"11",NA,NA,66
"189","Justin Jackson","RB","LAC",100,36.9,5.75,55,143,-73.2,-96.3,-46.4,184,213,153,54,"17",138,1.27,94
"190","Mecole Hardman","WR","KC",134,21.1,3.66,103,153,-73.2,-88.9,-76.1,185,203,203,66,"10",132,2.28,72
"191","Bryan Edwards","WR","LVR",130,31.8,0.415,90.4,169,-76.9,-102,-59.8,187,221,173,67,"10",160,1.77,99
"192","Brandon Aiyuk","WR","SF",130,29.9,1.05,92.2,160,-77.3,-99.8,-68.3,189,220,187,68,"10",142,1.42,90
"193","Parris Campbell","WR","IND",129,30,0.869,107,172,-78.3,-85.1,-56.9,191,196,170,69,"10",154,1.15,89
"194","Darrell Henderson","RB","LAR",94.2,21.1,0.717,66.6,117,-78.9,-84.7,-72.6,193,195,198,55,"17",124,1.42,69
"195","Randall Cobb","WR","HOU",128,22,2.23,106,158,-79.2,-86.3,-70.6,194,198,190,70,"11",200,1.18,68
"196","Isaiah Crowell","RB","FA",93.5,NA,2.02,93.5,93.5,-79.7,-57.7,-96.3,195,155,231,56,"17",NA,NA,NA
"197","Taylor Gabriel","WR","FA",126,NA,1.45,126,126,-81.4,-66.2,-103,197,169,243,71,"11",NA,NA,99
"198","Darrynton Evans","RB","TEN",91.5,17.2,1.85,67.2,108,-81.7,-84,-81.4,198,194,206,57,"17",201,1,67
"199","Danny Amendola","WR","DET",124,19.8,2.23,97.9,143,-82.9,-94.1,-85.7,199,210,208,72,"11",NA,NA,74
"200","Chase Edmonds","RB","ARI",89.6,10.2,2.02,79.1,104,-83.5,-72.1,-85.9,200,180,209,58,"17",130,3.44,39
"201","Giovani Bernard","RB","CIN",87.6,6.61,1.69,78.6,92.1,-85.6,-72.6,-97.7,202,181,235,59,"17",230,1.5,28
"202","Damien Harris","RB","NE",85.9,13.1,0.827,73.5,101,-87.2,-77.7,-89,206,185,215,60,"17",137,NA,78
"203","Darrel Williams","RB","KC",85.1,3.08,2.98,81.4,87.4,-88.1,-69.9,-102,208,177,241,61,"18",127,NA,81
"204","AJ Dillon","RB","GB",82.1,16.7,0.499,69.9,102,-91,-81.3,-87.8,212,189,214,62,"18",128,NA,65
"205","Devine Ozigbo","RB","JAC",81.6,8.57,1.67,73.5,88.8,-91.5,-77.7,-101,214,186,239,63,"18",NA,NA,85
"206","Jerick McKinnon","RB","SF",79.9,15.4,0.454,62.2,95.6,-93.2,-89,-94.2,215,204,225,64,"18",161,2.09,82
"207","Adrian Peterson","RB","FA",79.5,6.4,0.977,71.3,86.5,-93.7,-80,-103,216,187,245,65,"18",145,1.36,86
"208","Adrian Peterson","RB","DET",79.5,6.4,0.977,71.3,86.5,-93.7,-80,-103,216,187,245,65,"18",145,1.36,86
"209","Rex Burkhead","RB","NE",78.5,12.3,0.722,67.5,94.5,-94.6,-83.8,-95.2,219,193,229,66,"18",NA,1,54
"210","Jaylen Samuels","RB","PIT",77.8,29.2,2.03,45.7,115,-95.4,-106,-75,220,232,200,67,"18",172,NA,92
"211","Benny Snell","RB","PIT",75.8,15.1,0.359,59.4,90.9,-97.4,-91.9,-98.8,224,208,237,68,"18",131,NA,58
"212","Ryquell Armstead","RB","JAC",75.4,35.4,1.54,38.1,119,-97.8,-113,-70.8,225,257,192,69,"18",126,NA,93
