"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"101","Marshawn Lynch","RB","OAK",157,17.3,1,132,183,-3.66,0,-8.05,98,93,109,31,"11",64.4,7.46,21
"102","Marlon Mack","RB","IND",156,22.4,0.0946,128,191,-4.67,-3.59,0,99,100,93,32,"11",108,2.67,54
"103","Kerryon Johnson","RB","DET",156,30.2,0.633,119,205,-4.76,-12.6,14,100,109,71,33,"11",85.1,3.63,82
"104","Charles Clay","TE","BUF",132,10,1.11,117,144,-4.77,-5.18,-15.9,101,102,127,13,"7",168,1.19,23
"105","Peyton Barber","RB","TB",155,23.7,3.98,124,190,-5.39,-7.88,-0.854,102,105,94,34,"11",103,3.67,69
"106","Cooper Kupp","WR","LAR",183,12,1.77,169,203,-5.86,2.55,-12.5,103,89,121,34,"7",96,3.03,30
"107","Jared Cook","TE","OAK",131,8.89,0.71,121,144,-5.89,-1.23,-16.8,104,95,129,14,"7",163,1.4,20
"108","David Njoku","TE","CLE",130,17.1,0.415,105,151,-6.6,-17.2,-8.92,105,113,110,15,"7",115,2.65,34
"109","Eric Ebron","TE","IND",130,21.1,2.34,103,160,-7.01,-19.4,0,106,120,93,16,"7",169,1.34,74
"110","Marquise Goodwin","WR","SF",181,34,1.33,127,213,-7.62,-39.8,-1.62,107,144,97,35,"7",76.7,6.18,92
"111","Mitchell Trubisky","QB","CHI",268,32.5,11.9,218,311,-7.95,-32.2,4.74,108,138,85,26,"8",171,2.54,74
"112","Nelson Agholor","WR","PHI",180,21.2,3.52,167,215,-8.96,0,0,109,93,93,36,"8",111,2.47,59
"113","Vance McDonald","TE","PIT",127,17.4,0.886,99.4,148,-9.35,-22.9,-12.7,110,125,122,17,"7",195,1.11,54
"114","Chris Carson","RB","SEA",151,25.2,2.47,121,190,-9.38,-10.7,-0.969,111,106,96,35,"11",90.6,4.57,68
"115","Cameron Brate","TE","TB",127,15.2,0.658,106,149,-10.2,-16.4,-11.4,112,111,117,18,"7",171,0.945,60
