"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"42","Ladd McConkey","WR","LAC",262,19.3,6.71,241,292,50.8,49.5,49.4,42,42,45,12,"4",43.7,21.2,21
"43","Brock Purdy","QB","SF",352,13.4,5.21,333,369,50,58.4,34.7,43,36,51,10,"6",91.6,6.82,49
"44","Omarion Hampton","RB","LAC",222,30.1,7.18,180,259,49.4,33.5,58.2,44,60,37,19,"6",41.6,44.5,76
"45","Jared Goff","QB","DET",346,27.2,6.97,316,388,44.8,41.3,54.1,45,48,40,11,"6",95.2,7.12,86
"46","Jaxon Smith-Njigba","WR","SEA",255,23.8,3.85,227,290,44.1,35.1,47.9,46,56,46,13,"4",51,16.8,49
"47","D'Andre Swift","RB","CHI",215,25.6,4.66,185,251,42.2,38.2,50.8,47,51,44,20,"6",63.3,15.5,53
"48","Sam LaPorta","TE","DET",195,13.9,9.42,180,214,41.7,36.7,41,48,53,49,4,"4",51.4,17.3,14
"49","Davante Adams","WR","LAR",251,22.9,0.536,226,286,40.2,33.7,43.5,49,59,48,14,"4",39,29.6,42
"50","Tee Higgins","WR","CIN",251,22.6,3.7,216,276,39.7,24.5,33.6,50,66,53,15,"4",38.9,22.9,39
"51","Caleb Williams","QB","CHI",340,24.2,1.68,322,380,37.8,47.4,46.1,51,44,47,12,"6",106,7.12,80
"52","TreVeyon Henderson","RB","NE",210,30.3,4.66,179,256,37.6,32.6,55.9,52,61,38,21,"6",61.1,32.3,77
"53","Justin Herbert","QB","LAC",338,14.5,1.97,321,359,36.1,46.5,25,53,46,57,13,"6",110,8.35,63
"54","Terry McLaurin","WR","WAS",247,16.8,1.37,232,273,36,39.9,30.7,54,49,55,16,"4",50,17.8,28
"55","Mike Evans","WR","TB",246,13.7,1.76,231,266,34.6,39.6,24.3,55,50,59,17,"4",39.4,25.6,6
"56","Dak Prescott","QB","DAL",336,15,2.68,317,358,34.1,42.7,23.8,56,47,60,14,"6",91,9.47,46
"57","Aaron Jones","RB","MIN",206,15.8,3,183,224,32.9,36.4,23.6,57,54,61,22,"7",67.7,15.7,10
"58","Garrett Wilson","WR","NYJ",244,15.2,2.6,226,265,32.9,34.4,22.4,58,58,63,18,"4",39.1,29,7
"59","Travis Kelce","TE","KC",185,19.7,1.6,157,208,32.3,13.5,34.6,59,77,52,5,"4",64.9,17,60
"60","Justin Fields","QB","NYJ",333,18,9.9,312,358,31.5,37.3,24.3,60,52,58,15,"7",102,6.46,89
"61","T.J. Hockenson","TE","MIN",183,9.21,3.41,171,196,30.7,27.8,22.2,61,63,64,6,"4",73.1,9.98,6
"62","D.J. Moore","WR","CHI",241,17,4.74,221,264,30.3,29.5,22.2,62,62,65,19,"4",53.8,18.6,24
"63","Tony Pollard","RB","TEN",203,7.19,2.53,193,212,29.9,46.7,11.3,63,45,76,23,"7",80.5,11.7,1
"64","RJ Harvey","RB","DEN",200,28.4,1.25,167,233,27.4,20,33,64,72,54,24,"7",70.6,24.2,69
"65","Mark Andrews","TE","BAL",180,12,6.65,165,196,27.3,21.8,22.9,65,69,62,7,"5",72.6,10,23
"66","David Montgomery","RB","DET",199,13.5,4.09,183,215,26.2,35.9,14.9,66,55,68,25,"7",62.4,13.5,6
"67","Marvin Harrison Jr.","WR","ARI",237,16.2,3.36,215,259,25.5,23.2,16.6,67,68,67,20,"5",39.2,27.2,18
"68","DK Metcalf","WR","PIT",233,5.41,3.05,227,241,22.2,34.9,-1.17,68,57,95,21,"5",49.3,22.6,1
"69","Joe Mixon","RB","HOU",195,28.3,3.44,153,229,22.1,6.28,28.6,69,83,56,26,"7",64.1,17.2,80
"70","J.J. McCarthy","QB","MIN",323,17.1,0.71,301,339,21.6,26.3,4.81,70,65,82,16,"7",124,6.67,83
"71","Jordan Love","QB","GB",323,14.5,2.77,301,338,20.9,26.7,3.71,71,64,86,17,"7",110,7.17,51
"72","David Njoku","TE","CLE",173,12.5,9.19,155,187,20.6,12,13.7,72,79,71,8,"6",95.6,6.17,29
"73","Courtland Sutton","WR","DEN",230,16,1.05,216,256,19.1,24.1,13.9,73,67,70,22,"5",67,14.9,25
"74","Tyrone Tracy","RB","NYG",191,24.3,11.8,162,222,18.6,15.7,21.3,74,75,66,27,"8",94.1,8.21,57
"75","C.J. Stroud","QB","HOU",320,18.7,0.55,295,344,18.1,20,10.4,75,73,78,18,"7",111,8.38,34
"76","DeVonta Smith","WR","PHI",229,16.3,3.59,213,254,18.1,21.1,12.3,76,70,74,23,"5",58.5,16.3,22
"77","Drake Maye","QB","NE",319,20.7,0.92,293,345,17.5,17.9,11.1,77,74,77,19,"7",123,7.23,60
"78","Trevor Lawrence","QB","JAC",318,15.6,9.28,295,334,16.6,20.2,0,78,71,93,20,"8",133,6.22,29
"79","Xavier Worthy","WR","KC",226,19.2,4.55,198,246,14.5,6.28,4.02,79,84,84,24,"5",65.6,10.8,61
"80","Evan Engram","TE","DEN",164,14.2,7.62,146,184,11.4,2.91,10.2,80,88,79,9,"6",105,8.71,43
"81","Zay Flowers","WR","BAL",221,17.2,0.0279,197,242,9.91,5.04,0,81,86,93,25,"5",67.1,9.75,35
"82","Calvin Ridley","WR","TEN",221,15.5,1.73,206,244,9.89,14.2,2.32,82,76,90,26,"5",73.7,12,33
"83","Jerry Jeudy","WR","CLE",219,23.8,4.11,194,256,8.16,1.77,13.6,83,90,72,27,"5",88.8,9.36,58
"84","Matthew Stafford","QB","LAR",309,25.9,2.57,281,347,7.34,6.32,13.5,84,82,73,21,"8",147,4.69,54
"85","Isiah Pacheco","RB","KC",180,23.5,3.43,148,210,6.85,1.44,9.73,85,91,80,28,"8",75,12.9,47
"86","Tua Tagovailoa","QB","MIA",306,25.1,4.23,271,337,4.77,-3.58,2.77,86,94,87,22,"8",134,5.18,37
"87","Rashee Rice","WR","KC",215,32.9,1.43,181,257,4.05,-10.4,14.9,87,101,69,28,"6",66.7,13.9,88
"88","Tucker Kraft","TE","GB",157,10.7,1.84,148,173,3.81,4.6,0,88,87,93,10,"6",114,4.1,17
"89","Jaylen Warren","RB","PIT",176,17.3,3.42,160,203,3.42,12.8,2.75,89,78,88,29,"8",102,6.18,24
"90","Jameson Williams","WR","DET",214,16.1,2.62,195,238,2.62,2.86,-4.59,90,89,99,29,"6",73.9,9.04,38
"91","Tyler Warren","TE","IND",155,12.1,1.96,143,173,1.96,0,-0.179,91,93,94,11,"7",115,10.6,49
"92","Bryce Young","QB","CAR",302,20.2,0.533,275,328,0.533,0,-5.91,92,93,100,23,"8",144,4.73,43
"93","Geno Smith","QB","LVR",302,16.3,4.06,280,320,0,5.46,-14.1,93,85,111,24,"8",150,3.66,23
"94","Brian Robinson","RB","WAS",173,20.7,1.4,143,197,0,-3.94,-3.61,93,95,98,30,"8",85.9,8.68,26
"95","Jaylen Waddle","WR","MIA",211,16.4,0.909,192,231,0,0,-10.9,93,93,106,30,"6",78.4,15.2,36
"96","Jake Ferguson","TE","DAL",153,7.72,1.2,145,164,0,1.08,-8.88,93,92,105,12,"7",134,4.45,11
"97","Jakobi Meyers","WR","LVR",210,7.83,1.49,200,218,-0.909,8.1,-23.7,94,81,129,31,"6",104,7.42,1
"98","Dallas Goedert","TE","PHI",152,11.1,4.48,139,167,-1.2,-4.17,-6.24,95,96,101,13,"7",132,4.87,34
"99","Kaleb Johnson","RB","PIT",171,22.7,14.6,147,200,-1.4,0,0,96,93,93,31,"9",74.1,26.8,54
"100","George Pickens","WR","DAL",209,14.2,1.61,187,224,-2.4,-5.07,-18.4,97,97,118,32,"6",71.4,11.6,32
"101","Travis Hunter","WR","JAC",207,27.9,0.00786,174,246,-4.01,-17.5,4.27,98,109,83,33,"6",69.8,25.1,74
"102","Travis Hunter","WR","JAC",207,27.9,0.00786,174,246,-4.01,-17.5,4.27,98,109,83,33,"6",69.8,25.1,93
"103","Tetairoa McMillan","WR","CAR",207,25.4,3.84,179,245,-4.02,-12.4,2.44,99,103,89,34,"6",71.5,28.8,81
"104","Michael Penix Jr.","QB","ATL",298,13.9,4.44,285,319,-4.06,10.3,-15.2,100,80,112,25,"9",142,5.04,20
"105","Jonnu Smith","TE","PIT",147,19.5,0.398,129,174,-5.68,-14.1,0.543,101,108,92,14,"7",135,2.49,86
"106","Colston Loveland","TE","CHI",147,22.4,1.99,123,180,-6.08,-20.8,6.47,102,116,81,15,"7",122,10.6,83
"107","Chris Olave","WR","NO",203,23.3,0.111,178,240,-7.86,-13.6,-2.49,103,107,97,35,"6",91.6,8.4,54
"108","Rome Odunze","WR","CHI",203,25.4,3.57,172,234,-7.97,-19.8,-8.18,104,114,103,36,"6",91.2,7.33,64
"109","Zach Ertz","TE","WAS",145,15.4,1.19,126,166,-8.06,-17.7,-6.92,105,110,102,16,"7",148,3.45,57
"110","Aaron Rodgers","QB","PIT",293,32.9,2.86,267,346,-8.51,-7.96,11.5,106,98,75,26,"9",155,5.44,69
"111","Hunter Henry","TE","NE",144,11.4,2.73,132,160,-9.25,-11.5,-13,107,102,110,17,"8",156,3.55,26
"112","Sam Darnold","QB","SEA",290,18.3,11.8,266,315,-11.4,-9.22,-19.1,108,100,120,27,"9",146,3.93,17
"113","Deebo Samuel","WR","WAS",200,24.2,0.821,168,233,-11.5,-24.2,-8.87,109,122,104,37,"6",85,14.8,60
"114","Kyle Pitts","TE","ATL",141,9.43,0.893,130,155,-12,-13.1,-18.4,110,106,119,18,"8",123,6.31,31
"115","Jauan Jennings","WR","SF",199,18.3,0.0271,179,226,-12.4,-13,-16.4,111,105,115,38,"6",107,9.05,46
"116","Chris Godwin","WR","TB",199,34.5,3.21,157,244,-12.4,-34.8,2.25,112,140,91,39,"6",92.1,8.15,86
"117","Dalton Kincaid","TE","BUF",140,10.1,4.09,124,150,-12.9,-19.3,-23.8,113,113,131,19,"8",137,4.1,37
"118","Stefon Diggs","WR","NE",196,13.4,4.91,183,216,-15.6,-9.15,-26.2,114,99,136,40,"7",100,11.3,26
"119","Austin Ekeler","RB","WAS",157,14.6,1.7,134,171,-16,-12.7,-29.5,115,104,139,32,"9",137,4.59,31
"120","Cade Otton","TE","TB",136,13.6,2.5,115,151,-17,-28.2,-22.5,116,130,124,20,"8",170,2.99,54
"121","Javonte Williams","RB","DAL",155,25.3,3.68,115,181,-17.7,-31.9,-19.2,117,137,121,33,"9",114,7.99,70
"122","Darren Waller","TE","MIA",133,18,0.0442,118,162,-19.5,-25.5,-11.5,118,124,107,21,"8",173,9.18,91
"123","Brenton Strange","TE","JAC",133,11.8,0.989,119,150,-19.5,-24.2,-23.8,119,123,132,22,"8",174,3.69,74
"124","Khalil Shakir","WR","BUF",191,17.2,0.903,174,217,-20.5,-17.9,-25.4,121,111,134,41,"7",114,5.65,44
"125","Chigoziem Okonkwo","TE","TEN",132,15,0.393,114,151,-20.5,-29.1,-22.6,120,132,126,23,"8",185,1.65,77
"126","Pat Freiermuth","TE","PIT",132,12.3,1.69,117,150,-20.9,-26.4,-23.7,122,125,130,24,"8",161,2,69
"127","Rhamondre Stevenson","RB","NE",151,23.3,0.399,127,188,-21.4,-20.1,-12.7,123,115,108,34,"9",109,6.57,56
"128","Cooper Kupp","WR","SEA",190,25.7,0.229,165,229,-21.4,-26.8,-12.7,124,127,109,42,"7",94.5,15.1,72
"129","Jayden Reed","WR","GB",189,18.1,0.96,170,218,-21.6,-22,-24.6,125,118,133,43,"7",108,3.61,40
"130","Travis Etienne","RB","JAC",151,22.7,2.08,126,183,-21.8,-20.9,-17.4,126,117,117,35,"9",99.6,16.2,61
"131","Jordan Addison","WR","MIN",189,24.5,1.94,173,227,-22.6,-19.2,-15.4,128,112,113,44,"7",100,4.9,65
"132","Mike Gesicki","TE","CIN",130,8.33,1.17,120,141,-22.6,-23.8,-32.8,127,121,142,25,"9",177,4.49,46
"133","Cam Ward","QB","TEN",279,21.5,41.5,248,301,-23.1,-26.5,-32.7,129,126,141,28,"10",147,32.3,26
"134","Dalton Schultz","TE","HOU",129,14.9,2.54,109,147,-23.8,-34.3,-26.3,130,139,137,26,"9",188,2.96,66
"135","Zach Charbonnet","RB","SEA",149,22.6,1.68,119,178,-23.9,-28.1,-22.8,131,129,127,36,"9",124,4.54,49
"136","Matthew Golden","WR","GB",187,29,1.23,151,227,-24.5,-40.7,-15.4,132,144,114,45,"7",100,17.2,89
"137","J.K. Dobbins","RB","DEN",147,21.9,4.04,117,175,-25.6,-29.6,-25.8,133,133,135,37,"10",110,8.02,74
"138","Michael Pittman","WR","IND",185,14.2,0.493,170,207,-25.8,-22.1,-35,134,119,146,46,"7",116,9.2,31
"139","Ricky Pearsall","WR","SF",185,26.9,6.06,154,225,-26.2,-38.3,-16.9,135,142,116,47,"7",110,5.63,75
"140","Isaiah Likely","TE","BAL",127,16.9,1.46,106,150,-26.3,-37.3,-23.1,136,141,128,27,"9",149,3.09,63
"141","Juwan Johnson","TE","NO",125,8.77,1.49,115,136,-27.8,-28.3,-37.2,137,131,148,28,"9",198,1.62,40
"142","Tyler Higbee","TE","LAR",124,20.4,6.97,97.4,151,-29.2,-46.1,-22.5,138,147,125,29,"10",202,1.87,97
"143","Tyjae Spears","RB","TEN",143,16.6,5.47,124,164,-29.6,-22.5,-36.7,139,120,147,38,"10",138,5.52,20
"144","Josh Downs","WR","IND",179,26.1,0.715,162,222,-32.3,-30.3,-20.3,140,134,122,48,"7",127,3.37,68
"145","Darnell Mooney","WR","ATL",178,13.7,6.35,165,199,-33,-27.2,-42.9,141,128,154,49,"8",138,3.18,14
"146","Rachaad White","RB","TB",138,16.3,0.469,116,159,-35.1,-30.3,-41.4,142,135,152,39,"10",120,9.05,30
"147","Quinshon Judkins","RB","CLE",137,40.5,4.85,92.2,199,-35.5,-54.5,-1.47,143,152,96,40,"10",117,13.2,97
"148","Theo Johnson","TE","NYG",117,14.8,0.803,103,139,-36.2,-40.1,-33.9,144,143,143,30,"10",185,1.88,71
"149","Mason Taylor","TE","NYJ",116,17.4,2.89,97.9,141,-37,-45.6,-32.7,145,145,140,31,"10",171,3.2,89
"150","Rashid Shaheed","WR","NO",172,8.59,3.29,160,183,-39.4,-32.1,-59.5,146,138,167,50,"8",154,4.11,3
"151","Robbie Ouzts","TE","SEA",113,0,7.25,113,113,-39.9,-30.6,-60.4,147,136,169,32,"10",NA,NA,1
"152","Najee Harris","RB","LAC",132,24.3,5.89,97.9,159,-40.4,-48.8,-41,148,149,151,41,"10",121,5.85,63
"153","Keon Coleman","WR","BUF",168,17.1,7.61,146,192,-42.7,-46,-49.9,149,146,159,51,"8",122,4.34,43
"154","Cam Skattebo","RB","NYG",126,25.1,2.84,90.3,158,-46.3,-56.4,-42.7,150,153,153,42,"11",105,11.9,67
"155","Elijah Arroyo","TE","SEA",106,30,8.68,59.5,139,-47.2,-84,-34.5,151,191,144,33,"11",175,3.64,99
"156","Jerome Ford","RB","CLE",124,24.8,2.54,95.7,160,-49.1,-51,-40,152,150,150,43,"11",134,6.51,83
"157","Keenan Allen","WR","LAC",161,25.9,1.06,126,191,-50.3,-66.2,-50.9,153,166,160,52,"8",133,4.22,99
"158","Adam Thielen","WR","CAR",160,20.4,3.18,130,183,-51.3,-62.1,-58.7,154,160,165,53,"8",165,2.27,69
"159","Jordan Mason","RB","MIN",121,20.1,4.07,90.3,139,-51.7,-56.5,-61.5,155,154,171,44,"11",111,8.81,50
"160","Wan'Dale Robinson","WR","NYG",157,23.2,3.24,122,178,-54.5,-69.9,-63.8,156,169,175,54,"8",178,2.22,76
"161","Tank Bigsby","RB","JAC",117,21.8,7.44,88.4,146,-55.7,-58.3,-54.2,157,157,163,45,"11",116,5.15,64
"162","Ja'Tavion Sanders","TE","CAR",97,10.4,1.7,85.3,111,-55.8,-58.2,-62.7,158,156,173,34,"11",184,2.56,51
"163","Will Dissly","TE","LAC",95.3,24.3,3.66,62.9,125,-57.5,-80.6,-48.7,159,188,156,35,"12",221,0.744,94
"164","Rashod Bateman","WR","BAL",153,22,0.356,126,183,-57.8,-65.6,-58.8,160,165,166,55,"9",156,4.32,56
"165","Marvin Mims","WR","DEN",153,28.9,1,116,193,-58.1,-75.6,-49,161,179,157,56,"9",144,2.59,78
"166","Emeka Egbuka","WR","TB",152,26.9,4.5,129,195,-59.1,-62.5,-47.3,162,162,155,57,"9",116,21.2,82
"167","Noah Gray","TE","KC",91.6,17.9,0.0565,69.9,113,-61.2,-73.6,-60.7,163,175,170,36,"12",206,2.11,80
"168","Rico Dowdle","RB","CAR",110,19.3,1.52,89.4,140,-63.2,-57.3,-60,167,155,168,46,"11",156,3.23,60
"169","Brandon Aiyuk","WR","SF",147,44.8,0.563,111,221,-63.6,-80.5,-21.1,168,187,123,58,"9",128,6.23,94
"170","Cedric Tillman","WR","CLE",147,13.2,1.93,130,162,-64.2,-62.2,-80.1,170,161,198,59,"9",175,2.4,17
"171","Anthony Richardson","QB","IND",237,76.5,13.9,142,338,-64.6,-133,3.94,171,339,85,29,"11",129,6.03,91
"172","Jaydon Blue","RB","DAL",108,24.6,3.25,72.8,138,-64.7,-73.9,-62,172,176,172,47,"12",139,6.17,87
"173","Amari Cooper","WR","FA",145,NA,1.29,145,145,-66.1,-46.9,-97.1,173,148,223,60,"9",165,4.6,99
"174","Xavier Legette","WR","CAR",144,21.6,0.94,112,170,-67.4,-79.4,-72.5,174,185,186,61,"9",163,1.41,62
"175","Ray Davis","RB","BUF",105,15.7,2.66,83,124,-68,-63.7,-75.9,175,164,192,48,"12",143,2.58,27
"176","Demario Douglas","WR","NE",143,21,1.09,114,169,-68.3,-77.6,-73,176,181,187,62,"9",177,3.95,71
"177","Marquise Brown","WR","KC",142,34.1,0.00542,89.3,177,-69.4,-103,-65.4,177,212,177,63,"9",155,3.44,83
"178","Romeo Doubs","WR","GB",142,20.8,1.3,119,169,-69.4,-72.9,-73,178,174,188,64,"9",170,2.73,51
"179","Tyler Allgeier","RB","ATL",102,7.1,0.0713,95.7,113,-70.6,-51.1,-87.4,179,151,210,49,"12",157,6.14,4
"180","Justice Hill","RB","BAL",102,14.3,1.23,85,123,-70.7,-61.7,-77.9,181,159,195,50,"12",182,2.32,41
"181","Jayden Higgins","WR","HOU",140,51.1,0.778,60.8,193,-70.7,-131,-49.3,182,324,158,65,"9",134,13.6,97
"182","Christian Kirk","WR","HOU",140,23.7,1.05,112,174,-71.5,-80,-68,183,186,180,66,"9",156,4.26,57
"183","Trey Benson","RB","ARI",101,18.2,1.05,76.6,124,-71.9,-70.1,-76.2,184,170,193,51,"12",139,3.82,46
"184","Quentin Johnston","WR","LAC",139,40.9,3.63,87.5,189,-72.6,-104,-52.7,185,215,162,67,"9",165,2.72,92
"185","Isaac Guerendo","RB","SF",99.8,18.4,2.4,83.1,126,-73,-63.6,-74.4,186,163,189,52,"12",147,3.54,51
"186","Kareem Hunt","RB","KC",97.4,25,1.89,77.6,138,-75.4,-69.2,-62.8,187,167,174,53,"12",152,2.92,84
"187","Michael Wilson","WR","ARI",135,17.7,8.93,118,160,-76.2,-74,-82.2,188,177,203,68,"10",200,1.22,53
"188","Roschon Johnson","RB","CHI",95.5,16.4,1.9,75.7,120,-77.3,-71,-80.6,189,172,200,54,"12",169,3.57,43
"189","Russell Wilson","QB","NYG",223,55.3,55.1,154,299,-78.5,-121,-35,190,264,145,30,"12",145,3.58,77
"190","Nick Chubb","RB","HOU",93.6,21.4,0.638,75.8,129,-79.2,-70.9,-71.4,191,171,183,55,"12",147,6.22,86
"191","Bhayshul Tuten","RB","JAC",93,25.7,2.52,55.9,125,-79.8,-90.8,-75.1,192,195,191,56,"12",151,5.97,91
"192","Braelon Allen","RB","NYJ",90.5,13.1,2.35,72.2,106,-82.3,-74.6,-94.1,195,178,219,57,"12",154,3.46,19
"193","Zack Moss","RB","FA",88.1,NA,0.779,88.1,88.1,-84.7,-58.6,-112,196,158,249,58,"12",192,1,89
"194","Luther Burden","WR","CHI",126,32.6,1.26,85.4,170,-85.1,-107,-71.8,197,219,185,69,"10",155,12.6,85
"195","Jaylen Wright","RB","MIA",87.3,25.3,0.55,53.4,118,-85.4,-93.4,-82.1,198,198,202,59,"13",167,2.95,71
"196","Dylan Sampson","RB","CLE",86.8,35.3,9.01,32.6,122,-86,-114,-78,200,241,196,60,"13",154,4.45,94
"197","Alec Pierce","WR","IND",125,38,4.22,81.1,174,-86.4,-111,-68.6,201,229,181,70,"10",192,2.97,90
"198","Jack Bech","WR","LVR",121,49.2,0.538,55.6,185,-90.6,-136,-56.9,203,360,164,71,"10",167,5.23,96
"199","Josh Palmer","WR","BUF",120,24.9,0.758,84.1,150,-91.1,-108,-92.3,204,223,217,72,"10",173,3.61,79
"200","Miles Sanders","RB","DAL",77.8,9.3,1.04,67.4,90.1,-95,-79.3,-110,212,184,243,61,"13",193,1.91,34
"201","MarShawn Lloyd","RB","GB",76.7,25.1,0.918,39.6,106,-96,-107,-94,214,221,218,62,"13",182,1.22,79
"202","Ty Johnson","RB","BUF",75.8,19.2,0.549,55.2,100,-97,-91.5,-100,217,196,226,63,"13",211,0.9,66
"203","Samaje Perine","RB","CIN",75.3,33.8,1.75,48.1,126,-97.5,-98.6,-74.8,218,203,190,64,"13",164,0.912,96
"204","Kendre Miller","RB","NO",73.5,23.1,0.313,52.1,109,-99.3,-94.7,-91.3,219,199,214,65,"13",179,3.1,73
"205","Raheem Mostert","RB","LVR",73.2,25.2,4.9,44.5,110,-99.6,-102,-90.9,220,210,212,66,"13",191,1.44,81
"206","Alexander Mattison","RB","MIA",68.3,19.1,3.5,56.2,80.5,-104,-90.6,-120,226,194,271,67,"14",245,2.93,37
"207","Gus Edwards","RB","FA",64.8,NA,1.5,64.8,64.8,-108,-81.9,-136,235,189,317,68,"14",NA,NA,99
"208","Ameer Abdullah","RB","SF",63.3,NA,1.05,63.3,63.3,-109,-83.4,-137,240,190,318,69,"14",NA,NA,NA
"209","Woody Marks","RB","HOU",62.2,36.4,0.698,18.9,112,-111,-128,-88.5,244,302,211,70,"14",178,3.27,99
"210","Devin Singletary","RB","NYG",61.6,29.4,2.09,22.7,98.4,-111,-124,-102,245,278,230,71,"14",199,1.19,90
"211","Antonio Gibson","RB","NE",59.5,35,1.02,14.1,98.9,-113,-133,-102,253,334,229,72,"14",224,1.16,93
"212","Tyler Shough","QB","NO",168,36.5,43.6,111,201,-134,-164,-133,332,457,309,31,"13",164,5.26,66
"213","Daniel Jones","QB","IND",125,49.9,6.67,47.3,178,-177,-227,-156,476,560,379,32,"14",175,3.85,71
