"","player","position","team","points","sd_pts","dropoff","floor","ceiling","points_vor","floor_vor","ceiling_vor","rank","floor_rank","ceiling_rank","position_rank","tier","adp","aav","uncertainty"
"120","Curtis Samuel","WR","WAS",199,25.1,0.917,164,230,-20.6,-27.3,-16,117,123,118,41,"7",128,1.76,66
"121","Nyheim Hines","RB","IND",144,12.5,1.72,131,164,-21.1,-1.82,-48.1,119,96,172,35,"9",129,2.22,17
"122","Rob Gronkowski","TE","TB",136,12.6,3.46,118,151,-21.1,-15.2,-24.3,118,109,131,20,"8",114,1.51,32
"123","D.J. Chark","WR","JAC",198,27.1,2.32,161,233,-21.5,-30.9,-12.5,120,128,114,42,"7",110,2.52,72
"124","Sam Darnold","QB","CAR",296,37.3,2.35,238,324,-21.6,-30,-33.8,121,126,147,27,"7",161,3.25,68
"125","Devin Singletary","RB","BUF",142,19,1.36,122,170,-22.8,-10.8,-41.7,122,105,163,36,"9",112,2.51,20
"126","Marquise Brown","WR","BAL",196,17.9,0.945,174,222,-23.8,-18,-23.5,123,114,130,43,"7",129,1.58,45
"127","Mac Jones","QB","NE",293,23.5,2.91,259,318,-24,-9.38,-39.9,124,104,155,28,"8",154,3.06,47
"128","James White","RB","NE",141,22.6,0.849,110,170,-24.2,-22.9,-41.6,125,120,161,37,"9",139,1.42,53
"129","Irv Smith Jr.","TE","MIN",133,NA,1.86,133,133,-24.6,0,-42.5,126,93,167,21,"8",120,1.3,NA
"130","Antonio Brown","WR","TB",195,37.7,0.656,141,241,-24.8,-50.7,-5.01,127,157,103,44,"7",96.2,4.38,87
"131","Trey Sermon","RB","SF",140,36.6,0.73,85.4,176,-25.1,-47.3,-36.2,128,152,150,38,"9",83.4,7.79,79
"132","DeVante Parker","WR","MIA",194,15,0.134,178,217,-25.4,-13.3,-28.7,129,106,140,45,"7",140,1.62,38
"133","Laviska Shenault","WR","JAC",194,33.1,6.24,147,234,-25.6,-44.8,-11.5,130,147,112,46,"8",110,3.98,79
"134","David Johnson","RB","HOU",139,32,1.92,99.2,183,-25.8,-33.5,-28.9,131,129,141,39,"9",122,1.8,77
"135","Eric Ebron","TE","PIT",131,25.7,7.52,94.6,161,-26.4,-38.2,-14,132,134,116,22,"9",161,1.3,53
"136","Jared Goff","QB","DET",291,38.2,3.11,240,343,-26.9,-27.7,-14.6,133,124,117,29,"8",241,3.47,44
"137","Zack Moss","RB","BUF",137,25.7,0.165,110,176,-27.7,-22.6,-36.3,134,119,151,40,"9",102,2.96,51
"138","James Conner","RB","ARI",137,28.9,2.07,93,167,-27.9,-39.7,-45,135,137,169,41,"9",102,2.98,54
"139","Jamaal Williams","RB","DET",135,18.4,9.24,113,162,-29.9,-20.2,-50.2,136,116,174,42,"10",112,3.02,37
"140","Justin Fields","QB","CHI",287,71.8,27.4,192,364,-30,-76.5,6.47,137,199,81,30,"9",132,3.12,91
"141","Will Fuller","WR","MIA",188,29.8,1.03,146,223,-31.8,-45.2,-22.4,138,148,127,47,"8",116,2.07,70
"142","Cole Beasley","WR","BUF",187,26.6,4.03,148,215,-32.8,-43.3,-31,139,144,143,48,"8",141,1.51,82
"143","Cole Kmet","TE","CHI",123,26,9.06,93,161,-33.9,-39.8,-13.8,140,138,115,23,"9",166,1.1,65
"144","DeVonta Smith","WR","PHI",183,23.9,1.68,157,218,-36.9,-34.3,-27.6,141,130,134,49,"8",92.4,4.45,61
"145","Russell Gage","WR","ATL",181,33.1,1.46,139,229,-38.5,-52.2,-16.4,142,160,119,50,"8",150,2.23,86
"146","Tony Pollard","RB","DAL",126,20.8,1.41,94.5,143,-39.2,-38.2,-68.8,143,135,195,43,"10",125,1.7,41
"147","Jakobi Meyers","WR","NE",180,28.4,0.224,146,218,-40,-45.5,-27.8,144,149,135,51,"8",128,1.5,89
"148","Darnell Mooney","WR","CHI",180,21.4,0.498,151,208,-40.2,-40.8,-38,145,141,153,52,"8",127,2.14,52
"149","Michael Carter","RB","NYJ",125,40.5,1.95,70.7,171,-40.6,-62,-41.2,146,173,158,44,"10",96.9,3.69,80
"150","Sterling Shepard","WR","NYG",179,32.9,0.12,140,229,-40.7,-51.2,-17.1,147,159,120,53,"8",150,1.25,85
"151","Michael Pittman","WR","IND",179,22.2,0.0341,152,211,-40.8,-40,-34.5,148,140,148,54,"8",109,3.64,56
"152","Mike Williams","WR","LAC",179,17.5,3.05,163,205,-40.9,-28.8,-40.2,149,125,156,55,"8",126,1.54,42
"153","Sony Michel","RB","LAR",123,24.6,3.83,84.8,141,-42.5,-47.9,-70.9,150,153,200,45,"10",110,3.32,73
"154","Blake Jarwin","TE","DAL",114,26.7,3.32,78.3,147,-43,-54.5,-27.8,151,163,136,24,"10",173,1,59
"155","Tyrell Williams","WR","DET",176,23.7,3.47,147,207,-43.9,-44.6,-38.8,152,146,154,56,"8",160,1.25,90
"156","Jordan Akins","TE","HOU",111,12.6,1.74,93.5,127,-46.3,-39.3,-47.8,153,136,171,25,"10",NA,NA,68
"157","Latavius Murray","RB","NO",119,29.2,3.59,90.8,142,-46.4,-42,-69.6,154,142,197,46,"10",147,1.28,94
"158","Emmanuel Sanders","WR","BUF",172,29.7,1.1,139,218,-47.4,-52.8,-28,155,161,138,57,"8",147,1.16,76
"159","Gerald Everett","TE","SEA",109,23.9,0.794,76.9,138,-48.1,-55.9,-36.8,156,165,152,26,"10",145,1.48,56
"160","Henry Ruggs","WR","LVR",171,24.3,1.67,141,203,-48.5,-50.4,-42.5,157,156,166,58,"9",136,1.3,62
"161","Jack Doyle","TE","IND",108,28.4,0.139,75,147,-48.8,-57.8,-28.1,158,169,139,27,"10",255,NA,79
"162","Dawson Knox","TE","BUF",108,17.1,0.247,90.1,134,-49,-42.7,-41.4,159,143,160,28,"10",180,1.1,50
"163","Hayden Hurst","TE","ATL",108,27,5.65,74.5,147,-49.2,-58.3,-27.9,160,170,137,29,"10",251,NA,71
"164","Ty'Son Williams","RB","BAL",115,24.8,0.847,88.5,137,-49.9,-44.2,-74.7,161,145,204,47,"10",130,NA,87
"165","Marquez Callaway","WR","NO",170,47.6,3.26,112,235,-50.2,-79.4,-10.6,162,203,111,59,"9",118,2.6,96
"166","Todd Gurley","RB","FA",114,NA,1.21,114,114,-50.8,-18.3,-97.4,163,115,250,48,"10",223,NA,97
"167","Tevin Coleman","RB","NYJ",113,12.6,0.787,95.5,127,-52,-37.2,-84.6,164,132,220,49,"10",135,1.84,50
"168","J.K. Dobbins","RB","BAL",112,165,0.738,7.64,217,-52.8,-125,5.34,165,333,85,50,"10",49.6,28.2,99
"169","Nelson Agholor","WR","NE",166,22.9,0.474,144,199,-53.4,-47.3,-46.1,166,151,170,60,"9",158,1.12,68
"170","Phillip Lindsay","RB","HOU",112,31.7,3.39,65.2,148,-53.5,-67.5,-63.7,167,181,187,51,"11",127,2.08,61
"171","Mecole Hardman","WR","KC",166,18.8,5.98,137,185,-53.9,-55,-60.2,168,164,182,61,"9",128,1.67,54
"172","Adam Trautman","TE","NO",102,29.7,3.01,67.9,143,-54.9,-64.9,-31.8,169,177,145,30,"11",224,1,91
"173","Giovani Bernard","RB","TB",108,26.6,5.05,84.1,151,-56.9,-48.6,-60.7,170,154,184,52,"11",149,1.44,64
"174","Teddy Bridgewater","QB","DEN",260,90.7,32.2,118,328,-57.4,-150,-29.3,171,455,142,31,"10",178,1.96,79
"175","C.J. Uzomah","TE","CIN",99.5,22.4,4.6,67.2,120,-57.9,-65.6,-54.8,172,178,175,31,"11",248,NA,82
"176","Jaylen Waddle","WR","MIA",160,38.6,2.8,101,204,-59.9,-90.2,-41.6,173,227,162,62,"9",115,2.21,92
"177","AJ Dillon","RB","GB",103,20.6,0.865,73.9,130,-62,-58.9,-81.7,174,171,213,53,"11",106,3.68,47
"178","Chris Herndon","TE","NYJ",94.9,34.5,1.54,48.8,135,-62.5,-84,-40.4,175,209,157,32,"11",199,NA,97
"179","Jamison Crowder","WR","NYJ",157,42.5,0.685,108,210,-62.7,-83.4,-35.3,176,207,149,63,"9",168,1.26,94
"180","Alexander Mattison","RB","MIN",102,19.6,4.52,76.7,127,-62.8,-56,-85.1,177,166,222,54,"11",136,1.61,31
"181","Elijah Moore","WR","NYJ",156,22.6,3.08,135,186,-63.4,-56.3,-59.6,178,167,180,64,"9",143,1.52,77
"182","Juwan Johnson","TE","NO",93.3,41.1,2.09,60.8,133,-64,-72,-42.2,179,187,164,33,"11",NA,NA,99
"183","Dalton Schultz","TE","DAL",91.2,30.8,3.78,58.4,134,-66.1,-74.4,-41.4,180,194,159,34,"11",235,NA,88
"184","T.Y. Hilton","WR","IND",153,15.7,1.06,134,176,-66.4,-57.8,-69.6,181,168,198,65,"9",165,1.32,80
"185","Damien Williams","RB","CHI",97.8,36.1,1.52,43.4,132,-67.4,-89.3,-80.2,182,225,212,55,"11",180,1.25,84
"186","Jalen Reagor","WR","PHI",152,20.7,0.526,126,178,-67.5,-65.6,-67.6,183,179,191,66,"9",146,1.07,55
"187","Christian Kirk","WR","ARI",152,31.6,1.69,105,180,-68,-86.5,-66,184,216,190,67,"10",184,1,83
"188","Justin Jackson","RB","LAC",96.3,23.7,0.405,68.8,126,-68.9,-64,-85.4,185,176,224,56,"11",177,1.4,71
"189","Jeffery Wilson","RB","SF",95.9,56.1,0.852,56.4,151,-69.3,-76.3,-60.7,186,198,183,57,"11",NA,NA,96
"190","Tre'Quan Smith","WR","NO",150,33,9.63,105,187,-69.7,-87,-58.9,187,218,179,68,"10",196,1.07,99
"191","O.J. Howard","TE","TB",87.4,21.4,2.31,56.1,111,-69.9,-76.7,-64,188,200,188,35,"12",241,NA,62
"192","Ty Johnson","RB","NYJ",95.1,30,0.37,62,139,-70.1,-70.7,-72.6,189,185,201,58,"11",209,1,89
"193","Mark Ingram","RB","HOU",94.7,34.6,1.58,59.3,144,-70.5,-73.5,-67.6,190,192,192,59,"11",159,1.1,86
"194","Rashaad Penny","RB","SEA",93.1,16,0.308,78.4,118,-72.1,-54.3,-93.8,191,162,243,60,"11",162,1.31,46
"195","Dan Arnold","TE","CAR",85.1,22.6,0.748,58.8,114,-72.2,-74,-60.9,192,193,185,36,"12",247,NA,74
"196","Brian Hill","RB","TEN",92.8,NA,2.53,92.8,92.8,-72.4,-39.9,-119,193,139,293,61,"11",NA,NA,NA
"197","Darrel Williams","RB","KC",90.3,19.8,0.573,63.8,115,-74.9,-68.9,-96.9,196,182,249,62,"11",159,1.24,56
"198","Malcolm Brown","RB","MIA",89.7,17.2,0.679,62.5,107,-75.5,-70.3,-105,197,184,263,63,"12",182,1,57
"199","Boston Scott","RB","PHI",89,25.5,1.94,59.9,127,-76.2,-72.8,-84.9,198,189,221,64,"12",201,1.2,70
"200","Tarik Cohen","RB","CHI",87.1,25.7,0.479,54,120,-78.1,-78.7,-92,200,201,237,65,"12",166,1.75,90
"201","Wayne Gallman","RB","SF",86.6,23.2,0.65,60.5,115,-78.6,-72.2,-96.3,201,188,247,66,"12",175,1,83
"202","Marlon Mack","RB","IND",86,22.2,4.13,62,120,-79.2,-70.7,-92,202,186,238,67,"12",167,1.8,66
"203","A.J. Green","WR","ARI",140,9.74,0.367,130,153,-79.3,-61.6,-93,203,172,241,69,"10",162,1.15,25
"204","Randall Cobb","WR","GB",140,39.2,2.44,81.3,187,-79.7,-110,-58.9,204,270,178,70,"10",165,1.42,93
"205","Gabriel Davis","WR","BUF",138,48.7,6.41,78.6,203,-82.1,-113,-42.3,206,273,165,71,"10",155,NA,97
"206","LeVeon Bell","RB","FA",81.8,30.5,0.0142,40,114,-83.4,-92.7,-97.7,209,232,251,68,"12",NA,2.44,93
"207","Qadree Ollison","RB","ATL",81.8,NA,0.467,81.8,81.8,-83.4,-50.9,-130,210,158,311,69,"12",NA,NA,99
"208","Rhamondre Stevenson","RB","NE",81.3,24.3,1.54,57.7,118,-83.8,-75,-93.9,211,195,244,70,"12",131,1.99,81
"209","Tony Jones","RB","NO",79.8,32,6.98,47.9,121,-85.4,-84.8,-90.7,213,210,233,71,"12",152,NA,91
"210","Darius Slayton","WR","NYG",131,11.7,1.45,116,147,-88.6,-75.5,-98.7,215,197,252,72,"11",265,NA,27
"211","Trey Lance","QB","SF",228,108,12.8,75.9,358,-89.6,-192,0,216,598,93,32,"10",137,4.4,94
"212","Darrynton Evans","RB","TEN",72.8,24.2,0.475,38.6,102,-92.4,-94.1,-109,220,233,275,72,"12",168,NA,76
"213","Tyrod Taylor","QB","HOU",215,104,14.5,64.4,332,-102,-204,-25.1,240,599,132,33,"11",249,1.9,88
